property_id,city,price,month,year,surface_total,surface_covered,rooms,bedrooms,bathrooms,property_type,operation_type,lat,lon,title,description,date,price_per_m2,bathrooms,has_balcony,has_gym,has_pool,has_security,has_parking,is_remodeled,has_elevator,has_storage,has_view,has_bbq,is_exterior,has_garden,has_playground,has_social_areas,near_park,near_transport,near_shopping,near_schools,near_restaurants,bedrooms,parking,floor,area,deposits,count_amenity_restaurant,dist_amenity_restaurant,density_amenity_restaurant,count_shop_supermarket,dist_shop_supermarket,density_shop_supermarket,count_amenity_pharmacy,dist_amenity_pharmacy,density_amenity_pharmacy,count_amenity_bank,dist_amenity_bank,density_amenity_bank,count_amenity_marketplace,dist_amenity_marketplace,density_amenity_marketplace,count_highway_bus_stop,dist_highway_bus_stop,density_highway_bus_stop,count_amenity_bicycle_parking,dist_amenity_bicycle_parking,density_amenity_bicycle_parking,count_amenity_school,dist_amenity_school,density_amenity_school,count_leisure_park,dist_leisure_park,density_leisure_park,count_amenity_place_of_worship,dist_amenity_place_of_worship,density_amenity_place_of_worship,count_shop_mall,dist_shop_mall,density_shop_mall,count_leisure_fitness_centre,dist_leisure_fitness_centre,density_leisure_fitness_centre,count_amenity_police,dist_amenity_police,density_amenity_police,count_public_transport_platform,dist_public_transport_platform,density_public_transport_platform,count_amenity_hospital,dist_amenity_hospital,density_amenity_hospital,count_amenity_university,dist_amenity_university,density_amenity_university,count_amenity_library,dist_amenity_library,density_amenity_library,count_amenity_cultural_centre,dist_amenity_cultural_centre,density_amenity_cultural_centre,count_public_transport_station,dist_public_transport_station,density_public_transport_station,count_amenity_fire_station,dist_amenity_fire_station,density_amenity_fire_station,count_amenity_bus_station,dist_amenity_bus_station,density_amenity_bus_station,count_highway_primary,dist_highway_primary,density_highway_primary,count_highway_secondary,dist_highway_secondary,density_highway_secondary,count_highway_trunk,dist_highway_trunk,density_highway_trunk,count_natural_water,dist_natural_water,density_natural_water,count_landuse_commercial,dist_landuse_commercial,density_landuse_commercial,count_landuse_retail,dist_landuse_retail,density_landuse_retail,dist_amenity_restaurant_score,dist_shop_supermarket_score,dist_amenity_pharmacy_score,dist_amenity_bank_score,dist_amenity_marketplace_score,dist_amenity_school_score,dist_leisure_park_score,dist_shop_mall_score,dist_amenity_police_score,dist_amenity_hospital_score,dist_amenity_university_score,dist_amenity_library_score,dist_highway_primary_score,dist_highway_secondary_score,dist_highway_trunk_score,dist_natural_water_score,dist_landuse_commercial_score,dist_landuse_retail_score
0db729d935ffb76df57e47fe,Bogotá D.C,390000000.0,1,2020,,,,2,2.0,Apartamento,Venta,4.6933046,-74.0378696,apartamento en bogota,apartamento ubicado en lo mas conocido como el sector de lujo de bogota entorno acogedor cerca al eje vial se ha desarrollado como uno de los sectores preferidos por los compradores la dinamica inmobiliaria de la zona comprendida entre la autopista norte y la carrera septima permanece en constante crecimiento ofreciendo variedad en el sector comercial residencial financiero y salud con los mejores centros comerciales a tan solo dos cuadras de la localidad de usaquen interesados comunicarse con alexandra toro al celular X,2020-01-01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4224,0.0024738593735233183,4222.797751109477,1404,0.0017961928988850958,1403.525418586703,1285,0.004937876895993702,1284.6195670912161,796,0.002021883925943885,795.7775847583057,84,0.008642548272932777,83.97249070782212,2222,0.00204437942907051,2221.2387334274517,151,0.002322812476279166,150.95896998899357,922,0.007231020437656985,921.8266185830496,3025,0.0004222492391942334,3024.453294049261,548,0.006738750271376628,547.9090759216094,191,0.0024134734512692465,190.97053799495282,224,0.005194928498064849,223.97154026592244,168,0.0065151830580534266,167.96904422976118,1697,0.00204437942907051,1696.700862258745,141,0.0038055322098231137,140.9893026236237,177,0.004405149583145202,176.98683955661568,74,0.004376545360210936,73.99334776564902,0,1000,0,194,0.002682850129992873,193.98295179756894,17,0.034763220739310166,16.99843743967614,196,0.00352523204626476,195.98365252021546,3237,0.0017039880978903495,3234.7633068183413,3946,2.2218011716752395e-05,3943.1718862968223,1394,0.017671997874043704,1392.901069736224,315,0.0026715605645422874,314.7293575600596,316,0.0025470371983937275,315.7044178978706,101,0.0218890572853168,100.90605723504824,0.9999901046604246,0.9999928152800251,0.9999802488825305,0.9999919125297039,0.9999654310019652,0.9999855381682723,0.9999991555022347,0.9999951730763966,0.9999869698036721,0.9999961944822722,0.9999955948698221,0.9999956234737939,0.9999829604093737,0.9999997778199322,0.9998233112456926,0.999973285108059,0.9999745302767393,0.9997811573297444
e9e08783bb5a92963b32e8ef,Bogotá D.C,590000000.0,7,2019,161.0,,,3,3.0,Casa,Venta,4.7226527,-74.0353645,1685 casa para cedritos,area construida ciento cuarenta y un metros cuadrados veinte metros cuadrados de altillo y ampliacion comedor hermosa casa remodelada en conjunto cerrado que consta de diez y seis casas con ubicacion excelente zona muy recursiva la casa fue construida con grandes nas lo que la hace muy iluminada con espacios muy agradables y amplios tiene dos pisos y altillo primer piso sala independiente con chimenea comedor con salida a patio interior bano social cocina integral con comedor auxiliar unido al patio interior zona de lavanderia amplia alcoba y bano de servicio segundo piso alcoba principal amplia con closet y bano privado dos alcobas secundarias con closet bano de alcobas estar de alcobas mueble de linos altillo con dos espacios independientes tiene 2 parqueaderos,2019-07-01,3664596.2732919254,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4224,0.0011521784583999003,4222.527602060916,1404,0.0013938985687598977,1403.470223810018,1285,0.0011891231811728001,1284.5599279509686,796,0.003551483504114925,795.723859037176,84,0.017833508067680526,83.9659944201629,2222,0.0028777922874957847,2221.116202232044,151,0.009623407345113954,150.94806850419997,922,0.00760636733598455,921.8070084591767,3025,0.0013498214881983023,3024.4006148051626,548,0.00168084513266456,547.8955369460756,191,0.002772480028955447,190.9674326439304,224,0.003451092699422561,223.9660721001348,168,0.0117022410298189,167.96344161489813,1697,0.0028777922874957847,1696.6498720681739,141,0.011769914749481459,140.98699195799077,177,0.009993410187217234,176.98275285717168,74,0.013090092615790801,73.99184887984944,0,1000,0,194,0.015640304913456138,193.97954676974945,17,0.007515510317332773,16.998298248297274,196,0.015309111104503245,195.98042873151797,3237,0.0029037581162347243,3234.418466832337,3946,0.0014000739253974164,3942.642054658937,1394,0.015299566749468127,1392.758245541568,315,0.009017886940965577,314.70473405157003,316,0.003385293488011602,315.66358012421307,101,0.003936206428787374,100.89204615688813,0.9999953913074064,0.9999944244368122,0.9999952435298993,0.9999857942677892,0.9999286710559105,0.9999847874967518,0.9999973003643116,0.9999944550706884,0.9999765960656972,0.9999882302237798,0.9999900066896801,0.9999869100787324,0.9999709632619944,0.999985999456764,0.999847027736599,0.9999098292620855,0.9999661482111024,0.9999606394850233
c3b4a599864d191db6114e0c,Bogotá D.C,300000000.0,10,2019,90.0,,,3,2.0,Apartamento,Venta,4.7160000801,-74.1159973145,apartamento en bogota barrio bolivia,casa tercer piso area de 6 metros de frente por 151 metros de fondo tres pisos 90 metros cuadrados 3 alcobas 3 closet 2 banos sala comedor cocina integral a gas patio pisos en ceramica parqueadero medidas de las alcobas de tres metros por cuatro ubicada a 6 cuadras de la avenida calle 80 cerca al centro comercial unicentro de occidente nombre del asesor juan sierra codigo c v 023,2019-10-01,3333333.3333333335,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,6,0,4224,0.001409130212494521,4222.633834397683,1404,0.0012938461881368969,1403.574208511598,1285,0.0013575230301610427,1284.6139727498644,796,0.005153936995177166,795.7424585523991,84,0.02812561979242992,83.96961317328892,2222,0.000839139311462779,2221.301812902961,151,0.015251678195533686,150.95138657087853,922,0.0011000535117944477,921.8464887681879,3025,0.001052090944902599,3024.5309691012044,548,0.005360439797102513,547.9128834916203,191,0.004343754038764379,190.96875882477872,224,0.0021265894996761207,223.96678121690465,168,0.006721772357238579,167.97017565504754,1697,0.0007247339355640752,1696.7300815326523,141,0.004490153097237515,140.98815127872277,177,0.019378675459396463,176.9827127728738,74,0.005443022853868317,73.99273405542965,0,1000,0,194,0.007569877422003076,193.9830969461226,17,0.005117504373352431,16.99871983007613,196,0.007569877422003076,195.9834708759769,3237,0.01907724014794866,3234.2879558384925,3946,0.0017596746300504204,3942.8649664343448,1394,0.0007167557209262611,1392.9450087184705,315,0.006498961632711691,314.7853841581301,316,0.018924880635447405,315.7423098461861,101,0.01262925154910195,100.9211649885185,0.9999943635109201,0.9999948246420319,0.9999945699373651,0.9999793846770195,0.9998875101762144,0.9999977998978168,0.9999978958225377,0.9999913125673946,0.9999865566360119,0.9999955098670641,0.9999806217000664,0.9999945570067725,0.9998092639856879,0.9999824035633395,0.9999928324941642,0.9999350146070486,0.9998107870019797,0.9998737234322944
cbbfe59aa58cfea5dc9e275f,Bogotá D.C,1400000000.0,5,2021,,,3.0,3,4.0,Apartamento,Venta,4.7073544,-74.0456592,apartamento duplex remodelado exclusivo sector la calleja al lado del country,descubre como en este comodo apartamento duplex toda la familia puede disfrutar de un gran refugio con aire puro plena luz todo el dia balcones vista verde al club el country espacios comodos y agradables cocina totalmente remodelada meson en cuarzostone tranquilidad y silencio para trabajar en su estudio biblioteca 3 habitaciones con bano privado habitacion de servicio con bano con terraza de uso exclusivo remodelado con acabados de lujo y materiales de calidad hace 3 anos 3 parqueaderos independientes calle cerrada con bahia vigilada para parqueo de visitantes seguridad privada dentro y alrededor del edificio conoce este apartamento en uno de los mejores barrios de bogota ciudad capital alta izacion y buena relacion costo beneficio se puede recibir apto de menor en el norte opcion de comprarlo amoblado con piezas de arte y diseno,2021-05-01,,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,4224,0.0032329836250672046,4222.7568554658355,1404,0.004592293170080975,1403.5344350671012,1285,0.002994293308945495,1284.6225306088818,796,0.0042571947571171725,795.7693377713999,84,0.013302829294925272,83.9712152444943,2222,0.002689095643515748,2221.2366404631366,151,0.004576214149272358,150.9569787525228,922,0.0051854740622257105,921.8285213661404,3025,0.0009092554866442594,3024.4677523518767,548,0.0045778909248715294,547.9092690175067,191,0.00468214174283648,190.9711064181526,224,0.0043937935875519,223.97141101570062,168,0.012404170715121787,167.9682755685199,1697,0.002689095643515748,1696.697592009991,141,0.003224908014192424,140.9889969422189,177,0.013390980006333023,176.98550574562128,74,0.013776139259239824,73.99295338847618,0,1000,0,194,0.008818254514925721,193.9825211711859,17,0.021188875482434373,16.998477695257638,196,0.008818254514925721,195.98331419935423,3237,0.0025639291390689976,3234.7485047082305,3946,0.002761419370546662,3943.131568751723,1394,0.0076548879708710615,1392.9328909554583,315,0.0068285763611440784,314.73957956814917,316,0.011268809890127598,315.7045973634108,101,0.014751175142342227,100.9058585073957,0.9999870682327324,0.99998163116474,0.999988022970215,0.999982971510946,0.999946791514114,0.9999896291594309,0.9999981814923337,0.9999906358042032,0.9999751922740083,0.9999967751023858,0.9999866091993095,0.9999862240505201,0.9999743613659657,0.9999723865688172,0.9999234569795737,0.9999317188990158,0.9998873245982756,0.9998525100050841
55b510f243b3e0ff68f41612,Bogotá D.C,475000000.0,10,2019,95.0,95.0,1.0,1,2.0,Apartamento,Venta,4.708,-74.03,apartamento en en bogota bella suiza,apartamento dplex muy iluminado exterior con linda vista al ingresar encontramos el bao social sala con chimenea y balcn comedor cocina abierta con rea de lavandera independiente con iluminacin y ventilacin natural al subir por una cmoda escalera se encuentra la habitacin y estudio de rea muy amplia tipo loft con nas de piso a techo un bao y walk in closet de muy buen tamao lo complementan 2 parqueaderos en lnea y un depsito,2019-10-01,5000000.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,4224,0.0034743338152809448,4222.610365195479,1404,0.0015692235659724408,1403.4781803627488,1285,0.004585950642997303,1284.5727035341683,796,0.005008499225317075,795.7408220732254,84,0.009884032452901093,83.96813480859822,2222,0.0014674783439578428,2221.1467442519456,151,0.00560861469526713,150.9517007085771,922,0.0016434436721514958,921.8102591300882,3025,0.0007315788372858284,3024.4043080315287,548,0.003437393787447969,547.8986325858077,191,0.007130844759212738,190.96790872229002,224,0.006271452802177848,223.96744942525663,168,0.001155828071127772,167.96511481467053,1697,0.0014674783439578428,1696.66306414321,141,0.003604030146932234,140.9877282142991,177,0.001763422436627297,176.98434295323466,74,0.002902134650565296,73.99238566659004,0,1000,0,194,0.019140339838675323,193.98052668558546,17,0.02263749196112171,16.998300820046047,196,0.020150479502482162,195.98132752922967,3237,0.001343730059416182,3234.533865251877,3946,0.0053395264977337,3942.77988450801,1394,0.022998410488557934,1392.777720056318,315,0.01378179875378733,314.70496535142775,316,0.009220045451080383,315.6721607885319,101,0.015374753249402101,100.89506054877782,0.9999861028578723,0.9999937231451352,0.9999816565339169,0.9999799664044517,0.9999604654332322,0.9999967131234593,0.9999985368444663,0.9999857385138744,0.9999976883492014,0.999996395982842,0.9999982365806731,0.9999970978737718,0.9999865628799643,0.9999466075859248,0.9997700687756412,0.9998622010036424,0.9999078080456294,0.999846276102176
c3e88028552e0a9c4ee2163f,Bogotá D.C,560000000.0,12,2019,91.0,91.0,3.0,3,3.0,Apartamento,Venta,4.7,-74.051,apartamento en en bogota santa barbara occidental usaqun,no comisionistas por favor espacioso iluminado y acogedor apartamento remodelado esquinero con vista exterior cuenta con tres alcobas sala comedor independiente estudio chimenea cocina abierta zona de ropas tres baos depsito y dos garajes el edificio ofrece portera con recepcin saln social ascensor y parqueadero para visitantes el sector es residencial cercano a parques zonas comerciales y corporativas restaurantes supermercados y vas principales,2019-12-01,6153846.153846154,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4224,0.0007896574976588139,4222.856264019303,1404,0.0023611435725011585,1403.5614188164554,1285,0.001452371360915479,1284.6486328176052,796,0.001182175236590486,795.7889675970821,84,0.005346588150402381,83.97363070903761,2222,0.0011583190449975037,2221.2884116360283,151,0.005025018792003919,150.96072609070293,922,0.005196053136755006,921.837937586902,3025,0.0011064445444747967,3024.496117251868,548,0.004687018289917175,547.9151558264446,191,0.002629425431535547,190.97247427201802,224,0.005150048465791018,223.97358933612463,168,0.006100468965577003,167.9704780087607,1697,0.0017711651532211284,1696.718917547871,141,0.0024632012504053878,140.9898727265769,177,0.0065532796010849435,176.98678685661062,74,0.0183578756442634,73.99346312387749,0,1000,0,194,0.0044815103670457915,193.98389117590233,17,0.029792795140606926,16.998555908858066,196,0.0044815103670457915,195.9846271970183,3237,0.0010746210281946114,3234.860609484411,3946,0.0011973634991853499,3943.336263649611,1394,0.003587687228278982,1393.004995289221,315,0.0033008467880756296,314.75405427975363,316,0.004446114106715882,315.7231992062526,101,0.014394949608807665,100.91216955296288,0.9999968413799862,0.9999905555149091,0.9999941905483063,0.9999952713214142,0.9999786141047647,0.9999896080017212,0.999997787115808,0.9999947411767923,0.99998779921093,0.9999975368048171,0.999993446763344,0.9999816424613611,0.999989253905198,0.9999880265083743,0.999964124414821,0.9999669926216422,0.9999555408356379,0.9998560712223871
5fc99e7f414f852c0f4b67ee,Bogotá D.C,549999000.0,12,2020,,112.0,3.0,3,3.0,Apartamento,Venta,4.717,-74.037,apartamento en en bogota lisboa usaqun cod vrlf214,este hermoso apartamento dplex esta perfecto para una familia ubicado en el ultimo piso de la torre 2 del club house alameda posee 2 niveles en el nivel superior encontramos una amplia sala comedor con grandes nales que la hacen muy iluminadas y clida puesto que recibe mucha luz del sol una espaciosa cocina integral con hermosos gabinetes y superficies de granito y al lado la zona de lavandera tambin una oficina de buen tamao y muy privada y por ultimo un cmodo bao social en el nivel inferior encontramos la habitacin principal que se caracteriza por ser grande iluminada y cmoda con un closet y bao privado 2 habitaciones espaciosas con sus closet y grandes nas un bao completo con excelentes terminaciones y bella grifera y por ultimo y como plus adicional para el ultimo nivel un amplio closet para almacenamiento tambin posee 2 puestos de estacionamiento lineales techados y un deposito de gran tamao ubicado en la misma rea del estacionamiento,2020-12-01,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4224,0.0017070018746434563,4222.598087708748,1404,0.00244612762749723,1403.488215625877,1285,0.0016506561634710563,1284.5782286086442,796,0.0026918828819324516,795.7379449138704,84,0.018634389025127193,83.96758628612083,2222,0.0025664225782196146,2221.1514796331085,151,0.004594436227655739,150.9508829933377,922,0.003237043282075762,921.8129689531046,3025,0.0027357115070886793,3024.418606749133,548,0.0028855680428702007,547.899532677478,191,0.002564171751270052,190.96855620225043,224,0.0021041795028027255,223.9677271249008,168,0.010530760433124628,167.96488068826503,1697,0.0031144924931641523,1696.6637395048442,141,0.008103916907900424,140.98760580926262,177,0.007034093580558281,176.98365177057508,74,0.008552133390564908,73.99219762257701,0,1000,0,194,0.014926614366622083,193.9804214529558,17,0.0115587301331039,16.99834536403806,196,0.014612470271992395,195.9812756269916,3237,0.0025915111621876534,3234.5289678365816,3946,0.004432808750978101,3942.789170856221,1394,0.014669355755792524,1392.8066679480626,315,0.005525630179439263,314.71380687392804,316,0.003702690099096908,315.6751811747713,101,0.004010715332703756,100.89593261862194,0.9999931720391229,0.9999902155852257,0.9999933974189404,0.9999892325844107,0.9999254679993328,0.9999935259553493,0.9999945286069221,0.9999948716827972,0.9999789389227121,0.9999918961487649,0.9999929659558976,0.9999914479397478,0.9999740855599536,0.9999556738773825,0.9998533279582855,0.9999447467512959,0.9999629744699495,0.9999598944551921
49e7aa0fa6a0d8e99005a543,Bogotá D.C,310000000.0,5,2021,,42.0,1.0,1,1.0,Apartamento,Venta,4.696,-74.048,apartaestudio en en bogota san patricio usaqun cod vrei22417,espectacular apartaestudio en ubicado en la exclusiva zona residencial de san patricio cerca a amplias zonas verdes a unicentro y con excelentes vas de acceso a la cl 116 cra 15 y cra 19 edificio muy bien habitado y tranquilo apartaestudio moderno muy completo con excelente distribucin y abundante iluminacin natural una amplia zona social y hermoso balcn 1 habitacin amplia con closet un bao cocina abierta muy linda y 1 garaje actualmente cuenta con contrato de arrendamiento por 1 milln 850 mil ideal para inversionistas ya que el apto tiene poca desocupacin adriana blanco inmobiliaria X,2021-05-01,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4224,0.001465241120091008,4222.866626532963,1404,0.0015797529078968562,1403.5573055434172,1285,0.002285211948597536,1284.6468645928755,796,0.0014834911181759866,795.7912296994148,84,0.002303346445927622,83.97397171694287,2222,0.0026752558027196443,2221.2865758882303,151,0.004667241180826719,150.96126750900333,922,0.007456952474028161,921.8368097134385,3025,0.0001676378537200387,3024.4900043623356,548,0.004383905798488257,547.914824494196,191,0.006226550622130862,190.97226692637582,224,0.0019774223625738177,223.97366655339215,168,0.007219288164351551,167.97061477947642,1697,0.0029497824902808382,1696.7189039566128,141,0.0028458672491898534,140.98994636379587,177,0.0030901807147782393,176.98718070638998,74,0.014528275815463822,73.99356872368183,0,1000,0,194,0.007531631813889868,193.98396037707127,17,0.032777901737148334,16.998538932168838,196,0.007531631813889868,195.9846748418865,3237,0.0018889304488380468,3234.8648228993197,3946,0.002291406213610316,3943.3474609477057,1394,0.007221351904664616,1392.991131558258,315,0.00029395764748139453,314.7496984990313,316,0.008936438364913642,315.72209934581394,101,0.015426917198200524,100.91187453019461,0.9999941390698703,0.9999936810282981,0.9999908592357599,0.999994066070739,0.999990786699102,0.9999850863174731,0.9999996647244049,0.9999875470538336,0.9999855616321407,0.9999971541408498,0.9999969098288343,0.9999854719352522,0.9999811110523107,0.9999770864629061,0.999927791695369,0.9999970604321662,0.9999106436016304,0.9998457546233245
bcd18b0556968eb41307c7e4,Bogotá D.C,315000000.0,12,2020,,,,3,2.0,Apartamento,Venta,4.732,-74.051,y apto niteroi victoria norte,b y apto niteroi victoria norte b br br sal oacute n comedor cocina integral a gas con zona de lavander iacute a 3 alcobas y 2 ba ntilde os uno de los ba ntilde os se encuentra en la alcoba principal y el otro es social br br cuenta con balc oacute n y garaje doble no 17 br br a una cuadra de la estaci oacute n de transmilenio de la calle 146 br br XXX canon XXX m aacute s administraci oacute n XXX br br br caracteristicas adicionales br br br ref X,2020-12-01,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,4224,0.00033740148192379756,4222.531514435398,1404,0.00029548172532297074,1403.4921702701263,1285,0.0009416726076521748,1284.5718048893427,796,0.0059393064005899355,795.7230706942825,84,0.006394958211746994,83.96592777889312,2222,0.00295185845866792,2221.140824777921,151,0.010196424928866812,150.9477124314365,922,0.002657062216061462,921.8146180162496,3025,0.001420141154956999,3024.4318506040495,548,0.00521613190209635,547.8983236019591,191,0.002677319161026931,190.96834102805053,224,0.0014995756309412387,223.9664225972273,168,0.012099533681097957,167.96391577592772,1697,0.00295185845866792,1696.6591713047153,141,0.0064855968206448044,140.98697632911293,177,0.011039672865627048,176.98214651648107,74,0.0041479757291932135,73.99176568236416,0,1000,0,194,0.001335544701614635,193.97987804473766,17,0.011073330225824771,16.998392765551145,196,0.001335544701614635,195.98079096119514,3237,0.012972747066062083,3234.3811811957403,3946,0.0021891248411191073,3942.677272955166,1394,0.0010117265073906717,1392.8188929624296,315,0.00491136104794753,314.72406131716576,316,0.007822728376341279,315.67401698497815,101,0.016207462361823195,100.89609633283055,0.9999986503958938,0.9999988180744958,0.9999962333237572,0.99997624333879,0.9999744208214641,0.9999946859038077,0.9999971597257572,0.9999946453903499,0.9999758015182185,0.999993514445242,0.9999889604490074,0.9999958520414766,0.9998702893563731,0.9999781092308051,0.9999898828372841,0.9999508888015488,0.9999217788352659,0.9998379516403088
b8d313df682e97046aba459a,Bogotá D.C,980000000.0,5,2019,192.0,192.0,3.0,3,3.0,Apartamento,Venta,4.703,-74.039,apartamento en en bogota santa barbara central usaqun,cdigo X ideal para remodelar penthouse triplex ubicado en multicentro 6 piso iluminado y exterior encuentre todo lo que necesite al alcance de su mano cerca a vas principales 184 mts en espacios bien definidos comedor independientes chimenea tradicional cocina cerrada la principal con bao privado estar de alcobas encuentra un estudio habitacin con vestier bao y terraza 24 mts conjunto con lindas zonas verdes parque infantil vigilancia y parqueadero de visitantes,2019-05-01,5104166.666666667,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4224,0.0025806380800142063,4222.738600559978,1404,0.0017698739842132662,1403.519000611419,1285,0.0021788873513755307,1284.6108313745442,796,0.0020409767980025654,795.7661144752304,84,0.009611321320719473,83.97095437947503,2222,0.0012380532217976187,2221.2172359615706,151,0.0039752211573655435,150.95651482292055,922,0.003268726993796322,921.8236708021423,3025,0.0005977407817697845,3024.4485350863815,548,0.005952917544360875,547.9068153341298,191,0.0008214813570554161,190.9702693851578,224,0.004098252643504231,223.9706673491996,168,0.006670108071833683,167.96779762821848,1697,0.002104035836198757,1696.6907387040558,141,0.002529576288629321,140.98883155455553,177,0.00922556451226594,176.9856877001087,74,0.009782728940840583,73.99295329050064,0,1000,0,194,0.012411068009643915,193.98219796830654,17,0.025010346704713523,16.998422898821158,196,0.013045743527296726,195.98296711097404,3237,0.0008244787517086947,3234.7200017341083,3946,0.0037465147836546653,3943.0709468353543,1394,0.014959098609538897,1392.8874919364919,315,0.009361110534114122,314.72809697058483,316,0.010218212485563564,315.6969082840353,101,0.017516947150688213,100.90334615604257,0.999989677554234,0.9999929205541821,0.9999912845265546,0.9999918361594567,0.9999615561927003,0.9999934625887505,0.9999988045198657,0.9999983570399852,0.9999866599618152,0.9999974704301101,0.9999907745205979,0.99999021736676,0.9999917552804588,0.9999625362557482,0.9998504313880208,0.9999063976568777,0.9998978283152642,0.9998248612074628
